id,scan,input_psnr,input_ssim,psnr,ssim,split
val_0096,27,7.2707,0.7299,25.3277,0.946,val
val_0097,23,16.7454,0.8926,25.4733,0.9426,val
val_0098,23,15.1347,0.8887,26.7174,0.9614,val
val_0099,22,14.9683,0.8378,21.4879,0.8893,val
val_0100,23,20.1731,0.9039,26.4969,0.9604,val
val_0101,10,7.7113,0.7413,26.8477,0.959,val
val_0102,13,5.8442,0.6578,22.0838,0.8603,val
val_0103,27,18.4337,0.8525,24.896,0.94,val
val_0104,22,20.8518,0.8712,23.26,0.932,val
val_0105,10,16.8184,0.8631,27.4303,0.9634,val
val_0106,22,18.2642,0.873,25.1573,0.9547,val
val_0107,23,19.3586,0.8821,23.7483,0.9218,val
val_0108,13,6.5625,0.6761,21.6312,0.8512,val
val_0109,10,21.6717,0.879,28.8599,0.9715,val
val_0110,23,21.903,0.8982,23.3725,0.9111,val
val_0111,22,18.83,0.8636,23.1362,0.9258,val
val_0112,22,19.6292,0.8713,23.4838,0.9328,val
val_0113,10,13.0289,0.8368,28.6865,0.97,val
val_0114,23,8.4656,0.7909,23.4983,0.9163,val
val_0115,10,13.082,0.8412,21.7653,0.8745,val
val_0116,23,20.5896,0.8845,24.5253,0.9352,val
val_0117,23,20.9799,0.8871,24.639,0.9351,val
val_0118,10,8.6207,0.78,24.2193,0.9217,val
val_0119,13,5.8141,0.6524,23.1168,0.8915,val
val_0120,27,21.3132,0.8703,26.3994,0.9595,val
val_0121,13,7.4543,0.7192,24.6236,0.9159,val
val_0122,27,9.2706,0.7606,20.0206,0.8434,val
val_0123,22,7.1165,0.7247,23.165,0.928,val
val_0124,27,17.1225,0.8499,25.3269,0.9509,val
val_0125,10,10.1544,0.8165,25.1858,0.9389,val
val_0126,10,21.0999,0.8668,23.5007,0.9194,val
val_0127,13,17.8469,0.8335,23.5359,0.8947,val
val_0128,27,18.9343,0.8381,21.7639,0.879,val
val_0129,27,4.989,0.6002,22.4591,0.8961,val
val_0130,23,12.2844,0.8634,25.858,0.9549,val
val_0131,27,7.9978,0.7299,22.6994,0.9055,val
val_0132,10,17.0849,0.8656,27.5071,0.9637,val
val_0133,23,21.1528,0.8942,23.6572,0.9187,val
val_0134,22,16.2877,0.8824,25.1872,0.9589,val
val_0135,22,20.5177,0.8689,21.5223,0.8957,val
val_0136,23,15.3001,0.8796,25.647,0.9494,val
val_0137,10,7.1843,0.7327,26.827,0.9602,val
val_0138,22,14.9339,0.8615,24.5098,0.95,val
val_0139,27,20.738,0.8531,24.0291,0.929,val
val_0140,22,10.5523,0.8233,23.775,0.936,val
val_0141,13,21.6395,0.8497,24.2174,0.9083,val
val_0142,23,18.944,0.8858,24.1173,0.9243,val
val_0143,23,17.0349,0.8769,24.4279,0.9333,val
val_0144,22,10.4604,0.7953,22.2183,0.9089,val
val_0145,23,9.2006,0.8115,23.6569,0.9244,val
val_0146,27,13.5603,0.8203,24.1514,0.9312,val
val_0147,10,15.8879,0.8612,26.0164,0.9544,val
val_0148,10,7.392,0.7485,23.0571,0.9045,val
val_0149,23,10.8961,0.8452,23.1716,0.9139,val
val_0150,13,19.6946,0.8549,24.4015,0.9163,val
val_0151,27,18.6378,0.8378,21.6739,0.8823,val
val_0152,13,12.1249,0.8088,21.829,0.8623,val
val_0153,13,14.3627,0.8154,23.776,0.8988,val
val_0154,22,7.8323,0.7415,23.0339,0.9266,val
val_0155,22,13.7523,0.8404,23.2347,0.9295,val
val_0156,27,11.6086,0.7914,21.6684,0.8811,val
val_0157,13,20.2888,0.8374,21.9524,0.8642,val
val_0158,10,10.4057,0.8059,28.0117,0.9674,val
val_0159,13,12.8315,0.8091,21.7966,0.8634,val
val_0160,13,19.9885,0.8568,24.2931,0.9103,val
val_0161,10,21.4354,0.882,27.7919,0.9645,val
val_0162,22,9.1569,0.798,25.059,0.9539,val
val_0163,10,10.5255,0.8177,26.4104,0.9528,val
val_0164,22,21.3703,0.8752,24.4922,0.9452,val
val_0165,22,12.0194,0.8243,24.2539,0.9435,val
val_0166,22,7.6834,0.7399,21.2334,0.8812,val
val_0167,10,17.0366,0.8604,25.6752,0.9464,val
val_0168,22,13.2332,0.8526,24.3746,0.9422,val
val_0169,10,8.1972,0.7611,27.0173,0.9592,val
val_0170,23,20.5132,0.8991,25.2817,0.9393,val
val_0171,23,12.5699,0.8605,23.9555,0.9198,val
val_0172,23,13.0528,0.8801,26.7417,0.9606,val
val_0173,13,18.694,0.8397,21.4824,0.8584,val
val_0174,23,12.3051,0.8572,25.0575,0.9432,val
val_0175,22,20.4571,0.8703,21.7319,0.897,val
val_0176,22,11.3602,0.818,22.0471,0.9031,val
val_0177,22,20.509,0.8672,22.2033,0.9051,val
val_0178,23,18.2265,0.8827,22.6443,0.9073,val
val_0179,22,14.2864,0.84,20.7082,0.8721,val
val_0180,22,8.8871,0.7862,23.9297,0.9384,val
val_0181,10,9.2102,0.7872,25.4843,0.9444,val
val_0182,27,11.3844,0.8024,24.2022,0.9281,val
val_0183,10,16.1031,0.856,26.7868,0.9592,val
val_0184,22,16.3508,0.8517,22.7211,0.9185,val
val_0185,10,17.4067,0.8589,25.4767,0.946,val
val_0186,23,8.3789,0.7992,24.1079,0.9224,val
val_0187,23,16.4468,0.8887,23.9252,0.9258,val
val_0188,22,10.059,0.7867,20.8789,0.8828,val
val_0189,22,19.0456,0.8618,20.4465,0.8708,val
val_0190,13,18.3712,0.8453,22.9232,0.8902,val
val_0191,23,13.3782,0.8576,24.2268,0.9252,val
val_0192,23,21.0987,0.8981,25.0374,0.9388,val
val_0193,13,17.3148,0.8402,22.2667,0.8713,val
val_0194,13,8.7198,0.7584,24.2919,0.9178,val
val_0195,22,5.9436,0.6801,23.0477,0.9224,val
val_0196,27,19.5454,0.8338,23.7161,0.926,val
val_0197,22,18.6559,0.8591,23.3593,0.9306,val
val_0198,27,11.8217,0.8004,20.5238,0.854,val
val_0199,10,15.6336,0.8544,21.7945,0.8769,val
test_0000,35,19.0478,0.8076,23.8586,0.9293,test
test_0001,49,8.7012,0.7536,19.7909,0.8498,test
test_0002,35,12.0823,0.767,20.813,0.8621,test
test_0003,49,10.7439,0.7898,22.3798,0.8934,test
test_0004,11,15.8895,0.8431,22.8216,0.9223,test
test_0005,11,16.174,0.8291,23.7706,0.9357,test
test_0006,39,14.9713,0.8575,25.3568,0.9448,test
test_0007,39,20.4093,0.8842,23.1544,0.9088,test
test_0008,11,12.8844,0.8273,24.9794,0.9506,test
test_0009,35,15.4408,0.8147,24.9993,0.9403,test
test_0010,39,20.9481,0.8836,23.6271,0.9119,test
test_0011,11,12.5008,0.8223,25.0393,0.9493,test
test_0012,33,5.6021,0.6441,22.5707,0.9012,test
test_0013,35,16.2573,0.7978,22.4395,0.9029,test
test_0014,49,13.7668,0.8313,24.7844,0.9341,test
test_0015,33,20.5559,0.8565,23.2315,0.9228,test
test_0016,49,18.3578,0.8356,23.3553,0.9183,test
test_0017,11,11.3757,0.8127,24.113,0.9404,test
test_0018,33,11.2036,0.8016,23.7726,0.924,test
test_0019,33,16.7419,0.839,25.1328,0.945,test
test_0020,49,14.4395,0.8247,22.4939,0.9011,test
test_0021,33,19.9724,0.85,24.3441,0.9329,test
test_0022,11,5.7645,0.6533,23.0129,0.9259,test
test_0023,49,12.399,0.8115,21.1144,0.8705,test
test_0024,33,15.9285,0.8188,21.3213,0.868,test
test_0025,33,14.6827,0.8187,22.582,0.9051,test
test_0026,35,19.0867,0.8055,21.6117,0.8823,test
test_0027,39,20.6117,0.8796,24.7816,0.9332,test
test_0028,49,4.7089,0.5912,21.5637,0.877,test
test_0029,39,17.947,0.8682,26.1434,0.95,test
test_0030,39,18.4935,0.8773,22.8939,0.9002,test
